Company Name,Exchange,URL
Alliance Resources Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/alliance-resources-limited
Allkem Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/allkem-limited
Altech Chemicals Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/altech-chemicals-limited
Altium Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/altium-limited
Alto Metals Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aalto-metals-limited
Alumina Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/Alumina-Limited
AMA Group Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/ama-group-limited
Amani Gold Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/amani-gold-limited
Ambertech Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/ambertech-limited
Amcil Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/amcil-limited
American Pacific Borates Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/american-pacific-borates-limited
American Rare Earths,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/american-rare-earths
AML3D Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aml3d-limited
AMP Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/amp-limited
Amplia Therapeutics,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/amplia-therapeutic
Ampol Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/ampol-limited
Anagenics Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/anagenics-limited
Analytica Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/analytica-limited
Anatara Lifesciences Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/anatara-lifesciences-limited
Anax Metals Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/anax-metals-limited
Angel Seafood,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/angel-seafood
Anpario plc,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/anpario-plc
Ansell Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/Ansell-Limited
Anson Resources,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/anson-resource
Anteris Technologies,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/anteris-technologie
Antipa Minerals,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/antipa-mineral
APA Group,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/APA-Group
APC Minerals Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/apc-minerals-limited
Apiam Animal Health Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/apiam-animal-health-limited
APN Convenience Retail REIT,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/apn-convenience-retail-reit
Apollo Minerals Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/apollo-minerals-limited
Apollo Tourism & Leisure,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/apollo-tourism-leisure
Appen Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/appen-limited
Aquirian,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aquirian
Aquis Entertainment,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aquis-entertainment
Arafura Resources,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/arafura-resources
ARB Corporation Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/ARB-Corporation-Limited
Arcadia Minerals Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/arcadia-minerals-limited
Archer Materials Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/archer-materials-limited
archTIS,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/archtis
Ardea Resources Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/ardea-resources-limited
Ardiden,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/ardiden
Arena REIT,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/arena-reit
Argenica Therapeutics,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/argenica-therapeutic
Argent Minerals,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/argent-mineral
Argo Investments,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/argo-investments
Argo Investments Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/argo-investments-limited
Argonaut Resources,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/argonaut-resources
Argosy Minerals,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/argosy-mineral
Ariadne Australia,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/ariadne-australia
Aristocrat Leisure Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aristocrat-leisure-limited
Armour Energy Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/armour-energy-limited
ARN Media,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/arn-media
Aroa Biosurgery,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aroa-biosurgery
Arrow Minerals Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/arrow-minerals-limited
Artemis Resources,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/artemis-resource
Aruma Resources Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aruma-resources-limited
Asaplus Resources Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/asaplus-resources-limited
Ashley Services Group,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/ashley-services-group
Asian American Medical Group Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/asian-american-medical-group-limited
Aspermont,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aspermont
Aspire Mining Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aspire-mining-limited
Asra Minerals,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/asra-minerals
AssetOwl,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/assetOwl
Aston Minerals,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aston-mineral
Astron Corporation,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/astron
Astute Metals NL,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/astute-metals-nl
ASX Ltd,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/asx-ltd-1
Athena Resources,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/athena-resources
Atlas Pearls,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/atlas-pearls
Atomo Diagnostics,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/atomo-diagnostics
Atomos Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/atomos-limited
Atrum Coal,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/atrum-coal
Atturra,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/atturra
AUB Group,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aub-group
Auckland International Airport Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/auckland-international-airpor-lLimited
Auckland Real Estate,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/auckland-real-estate
Audalia Resources,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/audalia-resource
Audinate Group Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/audinate-group-limited
Audio Pixels Holdings Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/audio-pixels-holdings-limited
AuMake Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aumake-limited
Aureka,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aureka
Aurelia Metals Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aurelia-metals-limited
Auric Mining Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/auric-mining-limited
Auris Minerals Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/auris-minerals-limited
Aurizon Holdings Ltd,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aurizon-holdings-ltd
Aurora Property Buy-Write Income Trust,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aurora-property-buy-write-income-trust
Aurumin Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aurumin-limited
Aus Tin Mining Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/aus-tin-mining-limited
AusCann Group Holdings Ltd,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/auscann-group-holdings-ltd
Ausgold Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/ausgold-limited
Ausmon Resources,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/ausmon-resources
AusNet Services,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/ausnet-services
AusQuest Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/ausquest-limited
Austal,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/austal
Austchina Holdings Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/austchina-holdings-limited
Austco Healthcare,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/austco-healthcare
Austin Engineering Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/austin-engineering-limited
Austpac Resources,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/austpa-resource
Austral Gold Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/austral-gold-limited
Australia and New Zealand Banking Group Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/australia-new-zealand-banking-group-limited
Australian Agricultural Company Ltd,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/australian-agricultural-company-ltd
Australian Dairy Nutritionals Group,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/australian-dairy-nutritionals-group
Australian Ethical Investment,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/australian--ethical-investment
Australian Finance Group Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/australian-finance-group-limited
Australian Foundation Investment Company Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/australian-foundation-investment-company-limited
Australian Gold and Copper Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/australian-gold-copper-limited
Australian Pacific Coal,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/australian-pacific-coal
Australian Primary Hemp,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/australian-primary-hemp
Australian Rare Earths Limited,"ASX
AUSTRALIAN SECURITIES EXCHANGE",https://www.annualreports.com/Company/australian-rare-earths-limited
